formula,compound,isotopeLabel,Sample,IonCount,fraction.all
C5H11NO2S,methionine,O18-label-1,col009b_blank3,102.43,0.497861378
C5H11NO2S,methionine,O18-label-2,col009b_blank3,103.31,0.502138622
C9H11NO2,phenylalanine,C12 PARENT,col009b_blank3,1523.15,0.557059105
C9H11NO2,phenylalanine,O18-label-1,col009b_blank3,344.28,0.125912949
C9H11NO2,phenylalanine,O18-label-2,col009b_blank3,866.84,0.317027945
C5H9NO2,proline,C12 PARENT,col009b_blank3,1359.61,1
C5H9NO2,proline,O18-label-1,col009b_blank3,0,0
C5H9NO2,proline,O18-label-2,col009b_blank3,0,0
C3H7NO3,serine,C12 PARENT,col009b_blank3,3279.52,1
C3H7NO3,serine,O18-label-1,col009b_blank3,0,0
C3H7NO3,serine,O18-label-2,col009b_blank3,0,0
C3H7NO3,serine,O18-label-3,col009b_blank3,0,0
C4H9NO3,threonine,C12 PARENT,col009b_blank3,881.38,1
C4H9NO3,threonine,O18-label-1,col009b_blank3,0,0
C4H9NO3,threonine,O18-label-2,col009b_blank3,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b_blank3,772.77,0.542717485
C11H12N2O2,tryptophan,O18-label-1,col009b_blank3,651.12,0.457282515
C11H12N2O2,tryptophan,O18-label-2,col009b_blank3,0,0
C5H11NO2,valine,C12 PARENT,col009b_blank3,11478.53,1
C5H11NO2,valine,O18-label-1,col009b_blank3,0,0
C5H11NO2,valine,O18-label-2,col009b_blank3,0,0
C3H7NO2,alanine,C12 PARENT,col009b_blank4,6199.92,1
C3H7NO2,alanine,O18-label-1,col009b_blank4,0,0
C3H7NO2,alanine,O18-label-2,col009b_blank4,0,0
C6H14N4O2,arginine,C12 PARENT,col009b_blank4,2429.34,0.517510673
C6H14N4O2,arginine,O18-label-1,col009b_blank4,889.35,0.189453974
C6H14N4O2,arginine,O18-label-2,col009b_blank4,1375.59,0.293035354
C4H8N2O3,asparagine,C12 PARENT,col009b_blank4,1279.65,0.681302709
C4H8N2O3,asparagine,O18-label-1,col009b_blank4,201.69,0.107382443
C4H8N2O3,asparagine,O18-label-2,col009b_blank4,396.9,0.211314848
C4H7NO4,aspartate,C12 PARENT,col009b_blank4,3128.39,0.224782
C4H7NO4,aspartate,O18-label-1,col009b_blank4,3877.3,0.278592902
C4H7NO4,aspartate,O18-label-2,col009b_blank4,2281.28,0.163915203
C4H7NO4,aspartate,O18-label-3,col009b_blank4,1386.45,0.099619614
C4H7NO4,aspartate,O18-label-4,col009b_blank4,3244.02,0.233090281
C5H9NO4,glutamate,C12 PARENT,col009b_blank4,4295.11,0.192171677
C5H9NO4,glutamate,O18-label-1,col009b_blank4,4297.48,0.192277715
C5H9NO4,glutamate,O18-label-2,col009b_blank4,7253.4,0.324531395
C5H9NO4,glutamate,O18-label-3,col009b_blank4,2611.56,0.116846335
C5H9NO4,glutamate,O18-label-4,col009b_blank4,3892.83,0.174172878
C5H10N2O3,glutamine,C12 PARENT,col009b_blank4,2537.38,0.46190282
C5H10N2O3,glutamine,O18-label-1,col009b_blank4,1669.55,0.303923675
C5H10N2O3,glutamine,O18-label-2,col009b_blank4,793.12,0.144378991
C5H10N2O3,glutamine,O18-label-3,col009b_blank4,493.27,0.089794514
C2H5NO2,glycine,C12 PARENT,col009b_blank4,8773.48,0.947030505
C2H5NO2,glycine,O18-label-1,col009b_blank4,303.44,0.032754042
C2H5NO2,glycine,O18-label-2,col009b_blank4,187.28,0.020215453
C6H13NO2,isoleucine,C12 PARENT,col009b_blank4,1885.91,0.842710386
C6H13NO2,isoleucine,O18-label-1,col009b_blank4,206.47,0.092260189
C6H13NO2,isoleucine,O18-label-2,col009b_blank4,145.53,0.065029425
C6H14N2O2,lysine,C12 PARENT,col009b_blank4,917.46,0.719474898
C6H14N2O2,lysine,O18-label-1,col009b_blank4,196.09,0.153774369
C6H14N2O2,lysine,O18-label-2,col009b_blank4,161.63,0.126750733
C5H11NO2S,methionine,C12 PARENT,col009b_blank4,0,NA
C5H11NO2S,methionine,O18-label-1,col009b_blank4,0,NA
C5H11NO2S,methionine,O18-label-2,col009b_blank4,0,NA
C9H11NO2,phenylalanine,C12 PARENT,col009b_blank4,3536.12,0.61947315
C9H11NO2,phenylalanine,O18-label-1,col009b_blank4,949.07,0.166262283
C9H11NO2,phenylalanine,O18-label-2,col009b_blank4,1223.08,0.214264567
C5H9NO2,proline,C12 PARENT,col009b_blank4,1992.97,0.742567691
C5H9NO2,proline,O18-label-1,col009b_blank4,304.52,0.113462176
C5H9NO2,proline,O18-label-2,col009b_blank4,386.4,0.143970133
C3H7NO3,serine,C12 PARENT,col009b_blank4,2466.3,0.49384669
C3H7NO3,serine,O18-label-1,col009b_blank4,442.45,0.088595251
C3H7NO3,serine,O18-label-2,col009b_blank4,1463.64,0.293076174
C3H7NO3,serine,O18-label-3,col009b_blank4,621.67,0.124481884
C4H9NO3,threonine,C12 PARENT,col009b_blank4,611.73,1
C4H9NO3,threonine,O18-label-1,col009b_blank4,0,0
C4H9NO3,threonine,O18-label-2,col009b_blank4,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b_blank4,553.48,0.416924665
C11H12N2O2,tryptophan,O18-label-1,col009b_blank4,774.05,0.583075335
C11H12N2O2,tryptophan,O18-label-2,col009b_blank4,0,0
C5H11NO2,valine,C12 PARENT,col009b_blank4,13401.43,0.884936229
C5H11NO2,valine,O18-label-1,col009b_blank4,1193.7,0.078823557
C5H11NO2,valine,O18-label-2,col009b_blank4,548.82,0.036240215
C3H7NO2,alanine,C12 PARENT,col009b_blank5,3309.92,1
C3H7NO2,alanine,O18-label-1,col009b_blank5,0,0
C3H7NO2,alanine,O18-label-2,col009b_blank5,0,0
C6H14N4O2,arginine,C12 PARENT,col009b_blank5,2016.8,0.380730879
C6H14N4O2,arginine,O18-label-1,col009b_blank5,1592.39,0.300610891
C6H14N4O2,arginine,O18-label-2,col009b_blank5,1687.99,0.318658229
C4H8N2O3,asparagine,C12 PARENT,col009b_blank5,1125.35,0.360204212
C4H8N2O3,asparagine,O18-label-1,col009b_blank5,1602.12,0.512809679
C4H8N2O3,asparagine,O18-label-2,col009b_blank5,396.73,0.126986108
C4H7NO4,aspartate,C12 PARENT,col009b_blank5,930.38,0.119966526
C4H7NO4,aspartate,O18-label-1,col009b_blank5,3568.65,0.4601545
C4H7NO4,aspartate,O18-label-2,col009b_blank5,659.85,0.08508342
C4H7NO4,aspartate,O18-label-3,col009b_blank5,1108.23,0.142899142
C4H7NO4,aspartate,O18-label-4,col009b_blank5,1488.22,0.191896412
C5H9NO4,glutamate,C12 PARENT,col009b_blank5,1849.81,0.093610313
C5H9NO4,glutamate,O18-label-1,col009b_blank5,680.06,0.034414686
C5H9NO4,glutamate,O18-label-2,col009b_blank5,2024.8,0.102465746
C5H9NO4,glutamate,O18-label-3,col009b_blank5,6036.45,0.305476766
C5H9NO4,glutamate,O18-label-4,col009b_blank5,9169.63,0.464032489
C5H10N2O3,glutamine,C12 PARENT,col009b_blank5,1759.12,0.148160002
C5H10N2O3,glutamine,O18-label-1,col009b_blank5,2347.74,0.197735892
C5H10N2O3,glutamine,O18-label-2,col009b_blank5,4062.55,0.342163932
C5H10N2O3,glutamine,O18-label-3,col009b_blank5,3703.7,0.311940174
C6H13NO2,isoleucine,C12 PARENT,col009b_blank5,1349.81,0.440363171
C6H13NO2,isoleucine,O18-label-1,col009b_blank5,255.9,0.083485035
C6H13NO2,isoleucine,O18-label-2,col009b_blank5,1459.51,0.476151793
C6H14N2O2,lysine,C12 PARENT,col009b_blank5,806.42,0.434577828
C6H14N2O2,lysine,O18-label-1,col009b_blank5,575.66,0.31022181
C6H14N2O2,lysine,O18-label-2,col009b_blank5,473.56,0.255200362
C5H11NO2S,methionine,C12 PARENT,col009b_blank5,0,0
C5H11NO2S,methionine,O18-label-1,col009b_blank5,0,0
C5H11NO2S,methionine,O18-label-2,col009b_blank5,164.94,1
C9H11NO2,phenylalanine,C12 PARENT,col009b_blank5,4220,0.520715082
C9H11NO2,phenylalanine,O18-label-1,col009b_blank5,2675.6,0.330148169
C9H11NO2,phenylalanine,O18-label-2,col009b_blank5,1208.64,0.149136748
C4H9NO3,threonine,C12 PARENT,col009b_blank5,1046.72,0.882980159
C4H9NO3,threonine,O18-label-1,col009b_blank5,138.72,0.117019841
C4H9NO3,threonine,O18-label-2,col009b_blank5,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b_blank5,820.34,0.512401856
C11H12N2O2,tryptophan,O18-label-1,col009b_blank5,780.63,0.487598144
C11H12N2O2,tryptophan,O18-label-2,col009b_blank5,0,0
